UserID,Age,Gender,Location,BrowsingHistory,CategoriesExplored,ClickThroughRate,RatingsGiven,ProductName,Category,Price,Brand,Specifications,Description,Tags,ImageID
U1267,48,Female,"Sydney, AU",Socks|Smartphone|Book,Electronics|Books,0.87,3.6,iPhone 14,Book,30,Dell,"Paperback, 198 pages",Comfortable running shoes,bestseller|premium,IMG1267
U1268,52,Male,"New York, US",Sneakers,Books,0.74,3.7,Dell XPS 13,Laptop,1086,Dell,"Cushioned, breathable",Advanced smartphone,bestseller,IMG1268
U1269,45,Male,"New York, US",Socks|Laptop,Apparel,0.86,4.9,Sony WH-1000XM5,Smartphone,206,Dell,"Noise-cancelling, wireless",Premium headphones,gym|running|premium,IMG1269
U1270,59,Female,"Mumbai, IN",Headphones|Smartphone,Books|Apparel,0.89,3.4,Dell XPS 13,Book,902,Apple,"Cushioned, breathable",Inspirational fiction,premium|running|bestseller,IMG1270
U1271,54,Male,"New York, US",Book|Laptop|Sneakers,Gadgets|Apparel,0.87,4.6,The Alchemist,Book,815,Nike,"OLED display, 128GB storage",Advanced smartphone,premium|lightweight,IMG1271
U1272,43,Male,"New York, US",Socks|Laptop,Books,0.75,4.2,iPhone 14,Laptop,421,Harper,"OLED display, 128GB storage",High-performance laptop,bestseller|premium,IMG1272
U1273,30,Female,"London, UK",Book|Mouse,Books|Apparel,0.56,4.2,Dell XPS 13,Smartphone,1353,Harper,"Noise-cancelling, wireless",Premium headphones,gym|running|lightweight,IMG1273
U1274,20,Male,"Mumbai, IN",Laptop,Apparel,0.69,3.9,Sony WH-1000XM5,Headphones,1453,Apple,"Noise-cancelling, wireless",Inspirational fiction,premium|bestseller,IMG1274
U1275,47,Female,"London, UK",Smartphone|Headphones,Books,0.89,4.6,The Alchemist,Book,99,Harper,"Paperback, 198 pages",Premium headphones,bestseller,IMG1275
U1276,21,Male,"London, UK",Laptop,Footwear|Apparel,0.86,3.6,Nike Air Max 270,Sneakers,703,Dell,"Paperback, 198 pages",Comfortable running shoes,bestseller|lightweight|gym,IMG1276
U1277,40,Female,"Sydney, AU",Mouse|Book|Smartphone,Electronics,0.77,4.8,Nike Air Max 270,Smartphone,847,Sony,"Paperback, 198 pages",Premium headphones,premium|running,IMG1277
U1278,37,Female,"Tokyo, JP",Socks|Smartphone|Book,Electronics,0.73,3.4,Nike Air Max 270,Headphones,785,Nike,"Noise-cancelling, wireless",Inspirational fiction,gym,IMG1278
U1279,30,Female,"London, UK",Book|Laptop|Socks,Electronics,0.68,4.4,The Alchemist,Headphones,71,Nike,"13-inch, i7, 16GB RAM",Comfortable running shoes,running|premium,IMG1279
U1280,55,Female,"Mumbai, IN",Smartphone|Mouse,Books,0.69,4.9,iPhone 14,Smartphone,281,Dell,"Noise-cancelling, wireless",Inspirational fiction,gym,IMG1280
U1281,41,Male,"New York, US",Smartphone|Sneakers,Books|Apparel,0.76,4.7,Sony WH-1000XM5,Headphones,436,Sony,"Cushioned, breathable",Premium headphones,running,IMG1281
U1282,40,Female,"London, UK",Book|Smartphone,Apparel|Gadgets,0.55,4.4,iPhone 14,Smartphone,784,Harper,"Paperback, 198 pages",High-performance laptop,lightweight|bestseller,IMG1282
U1283,29,Male,"New York, US",Book,Apparel,0.88,4.6,Dell XPS 13,Laptop,533,Harper,"Noise-cancelling, wireless",Advanced smartphone,gym|lightweight,IMG1283
U1284,46,Male,"Mumbai, IN",Laptop|Book,Apparel,0.55,4.7,Dell XPS 13,Sneakers,68,Sony,"Paperback, 198 pages",Inspirational fiction,running,IMG1284
U1285,47,Female,"London, UK",Headphones|Smartphone,Electronics,0.55,4.4,Nike Air Max 270,Smartphone,1134,Dell,"Cushioned, breathable",High-performance laptop,lightweight|running,IMG1285
U1286,24,Female,"London, UK",Laptop|Sneakers,Gadgets,0.86,3.1,iPhone 14,Sneakers,202,Sony,"Noise-cancelling, wireless",Comfortable running shoes,bestseller,IMG1286
U1287,55,Male,"London, UK",Laptop,Electronics,0.52,4.1,Nike Air Max 270,Smartphone,318,Apple,"Paperback, 198 pages",Comfortable running shoes,lightweight|premium|gym,IMG1287
U1288,27,Male,"London, UK",Socks,Gadgets,0.86,3.1,Nike Air Max 270,Smartphone,280,Apple,"13-inch, i7, 16GB RAM",Premium headphones,gym,IMG1288
U1289,59,Female,"London, UK",Socks|Laptop|Smartphone,Footwear,0.82,3.9,The Alchemist,Laptop,697,Dell,"OLED display, 128GB storage",Premium headphones,bestseller|gym|lightweight,IMG1289
U1290,19,Female,"New York, US",Smartphone|Laptop|Socks,Apparel|Books,0.79,4.3,Nike Air Max 270,Smartphone,1465,Harper,"Cushioned, breathable",Advanced smartphone,running|lightweight,IMG1290
U1291,34,Male,"Mumbai, IN",Book|Headphones,Gadgets,0.66,4.9,The Alchemist,Book,780,Apple,"Paperback, 198 pages",Advanced smartphone,bestseller|premium|lightweight,IMG1291
U1292,27,Female,"Sydney, AU",Mouse|Headphones,Gadgets,0.57,3.8,Sony WH-1000XM5,Headphones,1022,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,lightweight|running,IMG1292
U1293,28,Male,"Tokyo, JP",Sneakers|Smartphone,Gadgets,0.68,3.1,The Alchemist,Headphones,198,Sony,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight|premium,IMG1293
U1294,46,Female,"New York, US",Laptop,Electronics|Gadgets,0.57,4.4,Dell XPS 13,Book,621,Dell,"Paperback, 198 pages",High-performance laptop,running,IMG1294
U1295,49,Female,"Mumbai, IN",Headphones|Sneakers,Footwear,0.68,3.9,The Alchemist,Smartphone,1270,Sony,"Paperback, 198 pages",Comfortable running shoes,premium,IMG1295
U1296,43,Female,"Sydney, AU",Sneakers|Mouse,Gadgets|Apparel,0.51,3.7,iPhone 14,Book,584,Apple,"OLED display, 128GB storage",Inspirational fiction,running|gym|bestseller,IMG1296
U1297,28,Female,"New York, US",Laptop|Socks|Sneakers,Apparel,0.6,3.5,Dell XPS 13,Laptop,1113,Apple,"Paperback, 198 pages",Inspirational fiction,gym|bestseller|running,IMG1297
U1298,35,Female,"London, UK",Socks|Sneakers,Footwear,0.67,4.4,Nike Air Max 270,Headphones,381,Harper,"OLED display, 128GB storage",Advanced smartphone,gym,IMG1298
U1299,36,Female,"New York, US",Socks,Books,0.55,4.3,Sony WH-1000XM5,Smartphone,299,Sony,"OLED display, 128GB storage",Comfortable running shoes,gym|premium|bestseller,IMG1299
U1300,20,Male,"New York, US",Laptop|Sneakers|Headphones,Electronics,0.75,4.4,Nike Air Max 270,Sneakers,412,Sony,"OLED display, 128GB storage",Comfortable running shoes,premium,IMG1300
U1301,45,Female,"Tokyo, JP",Headphones|Laptop,Footwear,0.61,3.7,iPhone 14,Sneakers,1242,Dell,"Noise-cancelling, wireless",Inspirational fiction,running|lightweight|bestseller,IMG1301
U1302,42,Male,"Tokyo, JP",Mouse,Apparel|Gadgets,0.85,4.4,The Alchemist,Laptop,1128,Sony,"13-inch, i7, 16GB RAM",Inspirational fiction,gym|premium|lightweight,IMG1302
U1303,25,Male,"New York, US",Laptop|Socks|Sneakers,Electronics|Apparel,0.81,3.7,Dell XPS 13,Book,772,Dell,"Noise-cancelling, wireless",Premium headphones,premium|running,IMG1303
U1304,42,Male,"Tokyo, JP",Book|Smartphone,Gadgets,0.6,4.1,The Alchemist,Book,418,Sony,"Cushioned, breathable",Advanced smartphone,bestseller|gym|premium,IMG1304
U1305,37,Male,"Mumbai, IN",Book|Mouse|Headphones,Gadgets|Books,0.56,3.4,iPhone 14,Laptop,727,Harper,"13-inch, i7, 16GB RAM",Advanced smartphone,bestseller,IMG1305
U1306,28,Male,"Sydney, AU",Socks|Mouse|Laptop,Electronics|Apparel,0.68,4.2,iPhone 14,Sneakers,804,Sony,"Paperback, 198 pages",High-performance laptop,premium|bestseller|gym,IMG1306
U1307,56,Female,"London, UK",Socks|Mouse,Gadgets|Electronics,0.84,4.2,Sony WH-1000XM5,Headphones,1006,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,bestseller,IMG1307
U1308,23,Female,"Mumbai, IN",Book,Apparel|Footwear,0.82,4.8,The Alchemist,Book,442,Dell,"13-inch, i7, 16GB RAM",Premium headphones,gym|running,IMG1308
U1309,34,Male,"Tokyo, JP",Smartphone|Socks|Headphones,Electronics,0.53,3.6,Dell XPS 13,Headphones,965,Harper,"13-inch, i7, 16GB RAM",Inspirational fiction,gym|premium,IMG1309
U1310,33,Female,"Mumbai, IN",Headphones|Laptop,Electronics|Books,0.88,4.5,Dell XPS 13,Smartphone,346,Apple,"Noise-cancelling, wireless",Advanced smartphone,premium,IMG1310
U1311,34,Female,"Tokyo, JP",Book|Headphones|Laptop,Apparel|Electronics,0.66,3.2,Sony WH-1000XM5,Sneakers,884,Nike,"OLED display, 128GB storage",Premium headphones,lightweight|premium|bestseller,IMG1311
U1312,53,Male,"New York, US",Socks|Laptop|Headphones,Books,0.65,3.8,The Alchemist,Headphones,124,Harper,"Cushioned, breathable",Inspirational fiction,gym|lightweight|bestseller,IMG1312
U1313,39,Male,"Sydney, AU",Headphones,Footwear,0.75,4.1,Nike Air Max 270,Sneakers,1130,Nike,"Noise-cancelling, wireless",Inspirational fiction,gym|bestseller|lightweight,IMG1313
U1314,51,Female,"Sydney, AU",Laptop|Sneakers,Gadgets,0.67,4.4,Dell XPS 13,Smartphone,526,Nike,"Cushioned, breathable",Inspirational fiction,running,IMG1314
U1315,55,Female,"Mumbai, IN",Sneakers|Book,Apparel|Books,0.52,3.8,iPhone 14,Laptop,141,Apple,"Noise-cancelling, wireless",Advanced smartphone,bestseller,IMG1315
U1316,28,Male,"London, UK",Mouse|Headphones|Socks,Footwear,0.61,3.1,iPhone 14,Book,970,Dell,"Paperback, 198 pages",Premium headphones,lightweight,IMG1316
U1317,30,Female,"Mumbai, IN",Book|Mouse|Socks,Gadgets,0.57,3.4,The Alchemist,Laptop,634,Dell,"Cushioned, breathable",Comfortable running shoes,gym|bestseller|running,IMG1317
U1318,39,Female,"London, UK",Mouse|Socks,Gadgets,0.53,4.4,Sony WH-1000XM5,Laptop,1072,Nike,"Paperback, 198 pages",Premium headphones,lightweight,IMG1318
U1319,58,Female,"New York, US",Sneakers|Book|Mouse,Electronics,0.85,3.5,Nike Air Max 270,Book,1017,Nike,"OLED display, 128GB storage",Premium headphones,gym|running|premium,IMG1319
U1320,48,Female,"Sydney, AU",Book,Electronics,0.58,3.4,Nike Air Max 270,Sneakers,870,Sony,"Cushioned, breathable",Comfortable running shoes,gym|premium,IMG1320
U1321,31,Male,"New York, US",Mouse|Socks,Books,0.54,4.8,Nike Air Max 270,Headphones,1242,Nike,"Paperback, 198 pages",Premium headphones,premium|gym,IMG1321
U1322,55,Female,"London, UK",Book|Smartphone,Footwear,0.82,3.4,iPhone 14,Laptop,793,Apple,"Paperback, 198 pages",Comfortable running shoes,premium,IMG1322
U1323,42,Female,"Mumbai, IN",Laptop,Books,0.73,3.6,Sony WH-1000XM5,Smartphone,591,Nike,"Paperback, 198 pages",Premium headphones,running,IMG1323
U1324,55,Female,"New York, US",Socks,Gadgets,0.53,4.4,The Alchemist,Headphones,987,Sony,"Paperback, 198 pages",Comfortable running shoes,lightweight,IMG1324
U1325,20,Female,"Tokyo, JP",Mouse,Footwear,0.57,3.8,Sony WH-1000XM5,Laptop,42,Apple,"13-inch, i7, 16GB RAM",Premium headphones,lightweight|bestseller|running,IMG1325
U1326,29,Male,"Tokyo, JP",Laptop|Mouse,Apparel,0.56,4.9,Nike Air Max 270,Sneakers,240,Nike,"Paperback, 198 pages",Comfortable running shoes,premium|lightweight,IMG1326
U1327,52,Male,"New York, US",Socks,Gadgets,0.79,3.8,Dell XPS 13,Book,1134,Sony,"Paperback, 198 pages",Premium headphones,gym|premium|lightweight,IMG1327
U1328,27,Male,"Tokyo, JP",Book|Laptop|Headphones,Gadgets,0.57,3.6,Dell XPS 13,Headphones,885,Dell,"Cushioned, breathable",Comfortable running shoes,premium|gym,IMG1328
U1329,46,Female,"Tokyo, JP",Laptop|Book,Electronics|Footwear,0.55,4.5,Sony WH-1000XM5,Smartphone,962,Apple,"Cushioned, breathable",Inspirational fiction,premium|lightweight|gym,IMG1329
U1330,44,Female,"London, UK",Book|Smartphone|Socks,Books|Footwear,0.58,3.2,Sony WH-1000XM5,Laptop,1371,Harper,"Paperback, 198 pages",Advanced smartphone,lightweight,IMG1330
U1331,33,Female,"Sydney, AU",Mouse|Headphones,Electronics,0.82,4.6,Sony WH-1000XM5,Smartphone,81,Apple,"Cushioned, breathable",Inspirational fiction,lightweight|premium,IMG1331
U1332,32,Female,"Sydney, AU",Book|Sneakers|Smartphone,Footwear|Gadgets,0.54,3.3,Dell XPS 13,Laptop,995,Harper,"Paperback, 198 pages",Premium headphones,gym|premium|running,IMG1332
U1333,31,Female,"Tokyo, JP",Sneakers|Mouse|Headphones,Footwear|Apparel,0.79,3.7,Nike Air Max 270,Smartphone,1427,Sony,"OLED display, 128GB storage",Comfortable running shoes,running|gym,IMG1333
U1334,60,Female,"Mumbai, IN",Laptop|Mouse|Smartphone,Footwear,0.72,4.7,Dell XPS 13,Headphones,687,Dell,"Paperback, 198 pages",High-performance laptop,premium,IMG1334
U1335,51,Female,"London, UK",Laptop|Mouse|Book,Gadgets,0.7,3.8,The Alchemist,Laptop,890,Harper,"Paperback, 198 pages",Advanced smartphone,lightweight,IMG1335
U1336,59,Male,"London, UK",Book|Mouse,Apparel|Books,0.87,4.3,Dell XPS 13,Sneakers,1473,Dell,"Paperback, 198 pages",Premium headphones,running|lightweight|gym,IMG1336
U1337,40,Female,"Sydney, AU",Book,Apparel,0.51,4.8,Dell XPS 13,Book,1409,Dell,"OLED display, 128GB storage",Inspirational fiction,lightweight,IMG1337
U1338,51,Male,"Sydney, AU",Mouse|Book|Laptop,Apparel|Footwear,0.7,3.3,Sony WH-1000XM5,Sneakers,1434,Dell,"OLED display, 128GB storage",Inspirational fiction,running|gym|bestseller,IMG1338
U1339,21,Male,"Sydney, AU",Socks,Books,0.65,3.9,Dell XPS 13,Laptop,1385,Sony,"OLED display, 128GB storage",High-performance laptop,bestseller,IMG1339
U1340,60,Female,"New York, US",Smartphone|Mouse|Headphones,Footwear,0.66,3.5,The Alchemist,Smartphone,1428,Dell,"Paperback, 198 pages",High-performance laptop,gym|premium|bestseller,IMG1340
U1341,55,Male,"Sydney, AU",Sneakers|Socks,Gadgets,0.68,4.6,Dell XPS 13,Smartphone,959,Dell,"13-inch, i7, 16GB RAM",High-performance laptop,lightweight|gym,IMG1341
U1342,37,Female,"London, UK",Smartphone|Mouse,Gadgets,0.53,3.7,The Alchemist,Smartphone,839,Sony,"Cushioned, breathable",Comfortable running shoes,gym|running,IMG1342
U1343,28,Male,"London, UK",Laptop,Gadgets,0.59,3.1,iPhone 14,Book,690,Nike,"Cushioned, breathable",Premium headphones,lightweight|premium|running,IMG1343
U1344,47,Male,"Tokyo, JP",Sneakers,Electronics|Books,0.68,3.2,iPhone 14,Laptop,652,Dell,"13-inch, i7, 16GB RAM",High-performance laptop,gym|bestseller|lightweight,IMG1344
U1345,41,Female,"London, UK",Laptop|Book,Electronics,0.72,4.2,iPhone 14,Headphones,711,Harper,"Noise-cancelling, wireless",Advanced smartphone,running|lightweight,IMG1345
U1346,31,Female,"Mumbai, IN",Smartphone,Footwear,0.62,4.5,Nike Air Max 270,Laptop,1312,Harper,"OLED display, 128GB storage",Advanced smartphone,running|lightweight,IMG1346
U1347,50,Female,"Sydney, AU",Smartphone|Sneakers|Laptop,Apparel|Electronics,0.68,3.6,Dell XPS 13,Book,1132,Nike,"Paperback, 198 pages",Premium headphones,running|lightweight,IMG1347
U1348,50,Female,"Tokyo, JP",Headphones|Socks,Gadgets,0.86,3.4,Dell XPS 13,Book,109,Nike,"13-inch, i7, 16GB RAM",Advanced smartphone,premium|running,IMG1348
U1349,59,Female,"London, UK",Socks|Laptop|Sneakers,Books,0.57,4.3,Sony WH-1000XM5,Laptop,1485,Nike,"Cushioned, breathable",Premium headphones,lightweight|gym,IMG1349
U1350,47,Female,"Sydney, AU",Smartphone|Headphones|Sneakers,Books,0.82,3.3,Dell XPS 13,Smartphone,79,Sony,"Noise-cancelling, wireless",Inspirational fiction,lightweight|premium|gym,IMG1350
U1351,57,Female,"Sydney, AU",Sneakers|Laptop|Book,Electronics|Footwear,0.84,3.6,iPhone 14,Smartphone,21,Apple,"Cushioned, breathable",Premium headphones,bestseller|premium|gym,IMG1351
U1352,32,Female,"New York, US",Headphones,Books|Electronics,0.61,3.8,Sony WH-1000XM5,Headphones,733,Sony,"OLED display, 128GB storage",Advanced smartphone,lightweight|gym|bestseller,IMG1352
U1353,32,Female,"New York, US",Socks|Laptop|Mouse,Books,0.81,4.1,Sony WH-1000XM5,Laptop,1298,Sony,"OLED display, 128GB storage",High-performance laptop,lightweight|gym|running,IMG1353
U1354,35,Female,"London, UK",Book|Smartphone,Books,0.65,3.9,The Alchemist,Sneakers,616,Nike,"OLED display, 128GB storage",Inspirational fiction,gym|lightweight|bestseller,IMG1354
U1355,23,Female,"Mumbai, IN",Socks|Smartphone|Sneakers,Books,0.62,3.4,Nike Air Max 270,Smartphone,524,Apple,"13-inch, i7, 16GB RAM",Advanced smartphone,premium,IMG1355
U1356,52,Female,"Mumbai, IN",Book|Headphones,Gadgets,0.86,4.5,Sony WH-1000XM5,Laptop,416,Apple,"Paperback, 198 pages",Advanced smartphone,bestseller|gym,IMG1356
U1357,57,Male,"Tokyo, JP",Book|Laptop|Headphones,Gadgets|Books,0.66,4.1,Nike Air Max 270,Sneakers,1278,Harper,"Paperback, 198 pages",High-performance laptop,gym|bestseller|running,IMG1357
U1358,26,Male,"Mumbai, IN",Smartphone,Electronics|Books,0.64,3.0,Sony WH-1000XM5,Smartphone,951,Harper,"OLED display, 128GB storage",Comfortable running shoes,premium,IMG1358
U1359,57,Female,"London, UK",Socks|Headphones,Footwear,0.73,3.1,iPhone 14,Book,1143,Dell,"13-inch, i7, 16GB RAM",Premium headphones,bestseller,IMG1359
U1360,28,Male,"Sydney, AU",Book|Headphones|Socks,Footwear|Gadgets,0.89,3.8,The Alchemist,Smartphone,582,Nike,"Cushioned, breathable",Premium headphones,lightweight|premium,IMG1360
U1361,43,Male,"Tokyo, JP",Smartphone|Laptop|Socks,Electronics|Books,0.71,4.5,iPhone 14,Laptop,854,Dell,"13-inch, i7, 16GB RAM",Premium headphones,lightweight|bestseller,IMG1361
U1362,30,Female,"New York, US",Book|Headphones|Socks,Books,0.85,3.2,The Alchemist,Headphones,518,Nike,"OLED display, 128GB storage",Inspirational fiction,lightweight,IMG1362
U1363,48,Male,"Sydney, AU",Smartphone,Gadgets,0.86,3.2,The Alchemist,Laptop,1177,Apple,"Cushioned, breathable",High-performance laptop,running|bestseller,IMG1363
U1364,40,Male,"Sydney, AU",Socks,Footwear|Electronics,0.82,4.8,iPhone 14,Smartphone,1096,Sony,"Paperback, 198 pages",Premium headphones,lightweight|premium,IMG1364
U1365,52,Female,"Tokyo, JP",Socks|Sneakers|Headphones,Footwear,0.59,3.5,Nike Air Max 270,Headphones,35,Dell,"Noise-cancelling, wireless",High-performance laptop,lightweight|running,IMG1365
U1366,19,Female,"London, UK",Mouse,Apparel|Footwear,0.72,4.7,iPhone 14,Headphones,1231,Harper,"13-inch, i7, 16GB RAM",Advanced smartphone,gym,IMG1366
U1367,58,Male,"New York, US",Laptop|Headphones,Footwear,0.81,3.6,Sony WH-1000XM5,Book,1146,Nike,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight|gym,IMG1367
U1368,37,Female,"Sydney, AU",Mouse,Footwear,0.82,3.9,The Alchemist,Smartphone,526,Dell,"Paperback, 198 pages",High-performance laptop,premium|bestseller,IMG1368
U1369,38,Male,"Tokyo, JP",Socks|Book|Laptop,Books|Gadgets,0.81,4.0,iPhone 14,Smartphone,388,Apple,"13-inch, i7, 16GB RAM",Inspirational fiction,premium|lightweight,IMG1369
U1370,45,Female,"London, UK",Smartphone|Headphones,Apparel|Electronics,0.86,3.3,The Alchemist,Smartphone,490,Sony,"Paperback, 198 pages",High-performance laptop,running|bestseller,IMG1370
U1371,57,Male,"Sydney, AU",Headphones|Socks|Sneakers,Gadgets,0.89,3.0,The Alchemist,Laptop,104,Harper,"Paperback, 198 pages",Comfortable running shoes,gym,IMG1371
U1372,20,Male,"Sydney, AU",Socks|Book|Mouse,Books|Gadgets,0.87,3.3,Sony WH-1000XM5,Book,965,Apple,"Paperback, 198 pages",Inspirational fiction,bestseller|running|lightweight,IMG1372
U1373,19,Male,"London, UK",Mouse,Footwear,0.75,4.8,Dell XPS 13,Book,693,Nike,"13-inch, i7, 16GB RAM",Inspirational fiction,lightweight|running,IMG1373
U1374,59,Male,"Mumbai, IN",Smartphone|Mouse,Gadgets|Footwear,0.8,4.4,Sony WH-1000XM5,Sneakers,730,Harper,"13-inch, i7, 16GB RAM",Advanced smartphone,premium,IMG1374
U1375,44,Female,"New York, US",Mouse,Books|Footwear,0.81,3.1,Nike Air Max 270,Laptop,635,Harper,"Noise-cancelling, wireless",Premium headphones,bestseller|premium,IMG1375
U1376,18,Male,"Sydney, AU",Headphones|Mouse|Laptop,Footwear|Electronics,0.79,5.0,Nike Air Max 270,Sneakers,997,Apple,"13-inch, i7, 16GB RAM",Comfortable running shoes,lightweight,IMG1376
U1377,55,Female,"Tokyo, JP",Sneakers,Apparel,0.6,4.8,Nike Air Max 270,Headphones,148,Nike,"Paperback, 198 pages",Premium headphones,lightweight|premium,IMG1377
U1378,60,Male,"Mumbai, IN",Book,Apparel,0.81,4.9,iPhone 14,Book,515,Sony,"Paperback, 198 pages",Inspirational fiction,premium|gym|lightweight,IMG1378
U1379,40,Female,"Tokyo, JP",Laptop,Books|Electronics,0.71,3.8,The Alchemist,Headphones,446,Sony,"13-inch, i7, 16GB RAM",Inspirational fiction,bestseller|premium,IMG1379
U1380,38,Female,"New York, US",Sneakers|Socks|Mouse,Electronics|Footwear,0.69,3.9,iPhone 14,Smartphone,1169,Dell,"13-inch, i7, 16GB RAM",High-performance laptop,premium|lightweight|gym,IMG1380
U1381,50,Female,"Sydney, AU",Book|Headphones|Smartphone,Electronics|Books,0.5,3.8,Nike Air Max 270,Headphones,53,Harper,"13-inch, i7, 16GB RAM",High-performance laptop,lightweight|bestseller,IMG1381
U1382,36,Male,"New York, US",Sneakers,Books|Electronics,0.72,3.6,Dell XPS 13,Sneakers,1297,Nike,"Paperback, 198 pages",Comfortable running shoes,running,IMG1382
U1383,58,Female,"Mumbai, IN",Mouse|Headphones|Sneakers,Electronics|Books,0.88,3.0,iPhone 14,Sneakers,854,Apple,"Paperback, 198 pages",High-performance laptop,running|premium|bestseller,IMG1383
U1384,21,Male,"Sydney, AU",Headphones|Laptop,Books|Footwear,0.64,4.3,Sony WH-1000XM5,Book,448,Apple,"Paperback, 198 pages",Comfortable running shoes,lightweight|bestseller,IMG1384
U1385,40,Male,"London, UK",Book,Footwear|Apparel,0.67,4.3,iPhone 14,Sneakers,1412,Sony,"Paperback, 198 pages",Inspirational fiction,bestseller,IMG1385
U1386,56,Female,"New York, US",Book|Socks|Sneakers,Gadgets,0.87,3.4,Dell XPS 13,Laptop,1123,Apple,"OLED display, 128GB storage",Inspirational fiction,lightweight,IMG1386
U1387,54,Female,"Mumbai, IN",Socks|Headphones|Mouse,Gadgets|Footwear,0.86,4.4,The Alchemist,Book,1035,Nike,"Noise-cancelling, wireless",Advanced smartphone,premium|bestseller|gym,IMG1387
U1388,26,Male,"London, UK",Smartphone,Footwear,0.78,4.1,Sony WH-1000XM5,Laptop,707,Dell,"13-inch, i7, 16GB RAM",Inspirational fiction,gym|premium|bestseller,IMG1388
U1389,42,Male,"Sydney, AU",Mouse|Socks,Footwear|Apparel,0.54,3.4,Nike Air Max 270,Sneakers,915,Sony,"OLED display, 128GB storage",High-performance laptop,running|gym|bestseller,IMG1389
U1390,43,Male,"Sydney, AU",Book|Socks,Footwear|Apparel,0.76,3.9,Nike Air Max 270,Smartphone,1209,Dell,"OLED display, 128GB storage",Advanced smartphone,lightweight|premium,IMG1390
U1391,29,Male,"London, UK",Socks|Book,Apparel,0.68,3.4,The Alchemist,Headphones,861,Dell,"Cushioned, breathable",High-performance laptop,running|premium,IMG1391
U1392,37,Male,"Tokyo, JP",Socks,Apparel|Footwear,0.8,4.9,Nike Air Max 270,Laptop,31,Sony,"OLED display, 128GB storage",Comfortable running shoes,bestseller,IMG1392
U1393,47,Male,"London, UK",Smartphone|Mouse|Headphones,Gadgets|Books,0.57,3.8,Sony WH-1000XM5,Headphones,200,Apple,"OLED display, 128GB storage",High-performance laptop,running,IMG1393
U1394,41,Female,"Sydney, AU",Headphones|Socks|Laptop,Electronics,0.68,3.9,Nike Air Max 270,Headphones,1428,Apple,"Noise-cancelling, wireless",High-performance laptop,bestseller|premium|running,IMG1394
U1395,55,Female,"London, UK",Mouse|Headphones,Gadgets,0.61,4.2,iPhone 14,Sneakers,1136,Dell,"Paperback, 198 pages",Premium headphones,gym|bestseller|running,IMG1395
U1396,29,Male,"Sydney, AU",Socks|Headphones,Gadgets,0.79,3.9,Dell XPS 13,Smartphone,1165,Harper,"Paperback, 198 pages",High-performance laptop,lightweight,IMG1396
U1397,23,Female,"Sydney, AU",Socks|Smartphone|Headphones,Footwear,0.66,4.3,iPhone 14,Laptop,361,Apple,"OLED display, 128GB storage",Comfortable running shoes,premium,IMG1397
U1398,60,Male,"London, UK",Sneakers|Laptop,Apparel|Books,0.88,4.7,Nike Air Max 270,Book,495,Nike,"Cushioned, breathable",Premium headphones,premium,IMG1398
U1399,22,Male,"Sydney, AU",Laptop,Electronics|Apparel,0.81,4.6,iPhone 14,Sneakers,1066,Apple,"Noise-cancelling, wireless",Premium headphones,premium,IMG1399
U1400,59,Male,"London, UK",Sneakers|Smartphone,Apparel|Books,0.58,3.2,Nike Air Max 270,Laptop,508,Nike,"Noise-cancelling, wireless",Comfortable running shoes,running|lightweight|bestseller,IMG1400
U1401,49,Female,"Tokyo, JP",Socks,Electronics|Gadgets,0.87,4.0,Sony WH-1000XM5,Sneakers,114,Harper,"OLED display, 128GB storage",Inspirational fiction,gym,IMG1401
U1402,41,Female,"Tokyo, JP",Smartphone|Book,Books,0.54,4.7,Sony WH-1000XM5,Headphones,1324,Dell,"Cushioned, breathable",Inspirational fiction,lightweight|running|bestseller,IMG1402
U1403,41,Male,"London, UK",Smartphone|Book|Headphones,Gadgets|Books,0.8,4.5,Sony WH-1000XM5,Headphones,331,Apple,"Paperback, 198 pages",Inspirational fiction,running|gym,IMG1403
U1404,32,Male,"London, UK",Book|Mouse,Gadgets,0.59,3.5,iPhone 14,Smartphone,708,Apple,"Paperback, 198 pages",Premium headphones,bestseller|lightweight|premium,IMG1404
U1405,49,Male,"New York, US",Headphones|Smartphone,Footwear|Books,0.65,4.0,Sony WH-1000XM5,Headphones,1234,Sony,"Cushioned, breathable",Comfortable running shoes,gym|lightweight|bestseller,IMG1405
U1406,55,Female,"Mumbai, IN",Mouse|Socks,Footwear|Books,0.82,3.2,iPhone 14,Smartphone,1467,Nike,"Noise-cancelling, wireless",Advanced smartphone,lightweight,IMG1406
U1407,44,Female,"Sydney, AU",Mouse,Electronics,0.54,5.0,The Alchemist,Book,184,Nike,"Paperback, 198 pages",Inspirational fiction,running|bestseller,IMG1407
U1408,26,Female,"New York, US",Laptop|Smartphone|Book,Gadgets,0.67,4.5,iPhone 14,Book,570,Harper,"OLED display, 128GB storage",High-performance laptop,gym|premium|running,IMG1408
U1409,28,Male,"New York, US",Socks,Apparel|Gadgets,0.78,3.8,Nike Air Max 270,Sneakers,759,Harper,"OLED display, 128GB storage",Advanced smartphone,premium,IMG1409
